,0
0,0.053103141486644745
1,0.020354891339173682
2,0.015297238929913594
3,0.011996182469794383
4,0.00950522176348246
5,0.006873032221427331
6,0.004902391640755992
7,0.0035713133581269244
8,0.002900302392215683
9,0.002558875927486672
10,0.0024109498615591573
11,0.002255664180176189
12,0.0021672366419807076
13,0.0020768933822042667
14,0.001974446690068222
15,0.0019144954500146783
16,0.0018412271389164603
17,0.0018378994158970623
18,0.0017193058380283988
19,0.001683896998516642
20,0.0015643476150356806
21,0.0014854600662007355
22,0.0014061489357398106
23,0.0013610777454092526
24,0.0012535983248828696
25,0.001213523366739257
26,0.0011569905193307651
27,0.001112778133784349
28,0.001077899731731472
29,0.001060387406211633
30,0.0010379002017613787
31,0.0010090778053451616
32,0.0009661839016749022
33,0.0009995012750061085
34,0.0009715693528190828
35,0.0009611005482908625
36,0.000951048183756379
37,0.000927298934234736
38,0.0009070742615641883
39,0.0008961203991650388
40,0.0009025827390499986
41,0.0009066608506075751
42,0.000874247585530751
43,0.0008904432045080914
44,0.0008817032033291
45,0.0008642409766952579
46,0.0008605350337277811
47,0.0008443182540269425
48,0.000851271286732159
49,0.0008539805175342525
50,0.0008392764407639893
51,0.0008172917833480125
52,0.0008293178353387003
53,0.0008496435430760568
54,0.0008345616426175603
55,0.0008176244714727196
56,0.0008243115780015404
57,0.0008198897614000508
58,0.0008056529466277704
59,0.0007909797534991342
60,0.00078635343323605
61,0.0007841951323476118
62,0.0007934720902435052
63,0.000794125543996835
64,0.0008032282774085895
65,0.0007914162281220063
66,0.0007680255310753217
67,0.0007859649687396506
68,0.0007864136893588763
69,0.0007837306699142433
70,0.0007593919961856535
71,0.0007589343048703785
72,0.0007538022070478362
73,0.0007736359391576395
74,0.0007512899644028109
75,0.0007563825347460806
76,0.0007346094644162804
77,0.0007621591928629921
78,0.0007392405397975101
79,0.0007401376317899961
80,0.0007555064713904777
81,0.000744324748386414
82,0.0007316378178074956
83,0.000753265236898397
84,0.000728530471231072
85,0.000724730713185496
86,0.0007305376236147892
87,0.0007302405541010487
88,0.000710102301896908
89,0.0007087558154195833
90,0.0007372814355991208
91,0.0007124201421482632
92,0.000712173032717636
93,0.0007230119394639937
94,0.000706653296499728
95,0.0007181137334555387
96,0.0007169695185998884
97,0.0007129385015175033
98,0.000688949165543398
99,0.0006976887648656535
100,0.0007032390970450181
101,0.0006808769136953813
102,0.0006879980031114358
103,0.0006841733545745508
104,0.0006767627156267946
105,0.0006700481709021216
106,0.0006763520303558415
107,0.0006740769313182682
108,0.000672062469395594
109,0.0006604850014600044
110,0.0006571129958431881
111,0.0006656511664354744
112,0.000672884892152909
113,0.0006689882855145977
114,0.0006464627289320701
115,0.0006541159236803651
116,0.0006530258598594138
117,0.0006488466393560744
118,0.0006581544853711071
119,0.0006459806038317486
120,0.0006426454570968277
121,0.0006308864976745099
122,0.0006380928434037531
123,0.000634775888801624
124,0.0006344077007200283
125,0.0006220706048994684
126,0.000620812768689715
127,0.0006369245663965837
128,0.0006453156932436216
129,0.00064128950291958
130,0.000615214076018534
131,0.0006430897640082269
132,0.0006311047293890554
133,0.0006116947199468716
134,0.0006013611441281122
135,0.0006265873425246144
136,0.0006179322215477721
137,0.0005976787853377083
138,0.0005967264766625774
139,0.0006148529915103259
140,0.0006111972481728747
141,0.0006296763626428751
142,0.0006019112210756597
143,0.0006080139786578142
144,0.0006079954910092056
145,0.0006063591852300585
146,0.0005956968167223609
147,0.0006069934304552869
148,0.0006117274416073298
149,0.0005919075763533608
150,0.0005909395225059527
151,0.0005973193619865924
152,0.0006156700905054235
153,0.0005871907409387999
154,0.0005862947436980903
155,0.0005862356875485813
156,0.0006013209864389724
157,0.0006002342158283752
158,0.0005917210678140131
159,0.0005732077093293461
160,0.000579072285640555
161,0.0005973086383444472
162,0.0005957560363010719
163,0.0005870663556449402
164,0.0005780116972835878
165,0.0005773507649652087
166,0.0005841577423360342
167,0.0005664999614684627
168,0.0005734949663747102
169,0.0005750182698158404
170,0.0005825541783661509
171,0.0005732927843032834
172,0.0005909093037749139
173,0.0005990583471989689
174,0.000570805725426628
175,0.0005797726872305458
176,0.000579288853959252
177,0.000569723506207363
178,0.000584623509964261
179,0.0005774720965956266
180,0.0005593204629034377
181,0.0005745821735427643
182,0.0005574958934000909
183,0.000565180613193661
184,0.0005653786211041734
185,0.0005818309526568135
186,0.0005729647908503046
187,0.0005717380912616276
188,0.0005550751660708697
189,0.000570055921203815
190,0.0005717792060190382
191,0.0005615048665696612
192,0.0005609387813959844
193,0.0005790902471814591
194,0.000568627771616985
195,0.000568929775349366
196,0.000551114855625201
197,0.0005595140806130635
198,0.0005668907643457015
199,0.0005671029100015473
200,0.0005663876106084969
201,0.0005579305288847536
202,0.0005731527165223199
203,0.0005544949649797323
204,0.0005636208941443608
205,0.0005462729739240155
206,0.0005804915048289471
207,0.0005725536276049053
208,0.0005645009436053582
209,0.00056941460710592
210,0.0005635689348519708
211,0.0005517409903964457
212,0.0005602817859303636
213,0.0005617174185597553
214,0.000551839818049652
215,0.0005515190915992627
216,0.000558950118899632
217,0.0005664991308899167
218,0.0005501492481786185
219,0.0005492977708434829
220,0.0005574168283671427
221,0.0005493757970935593
222,0.0005547605184032223
223,0.0005476678578326335
224,0.0005471945108953291
225,0.0005720184641317106
226,0.0005466122182462221
227,0.0005558303270775538
228,0.0005524374819987526
229,0.0005455221510671366
230,0.000545045059810106
231,0.0005450576729624748
232,0.0005538903933484107
233,0.000561439660556901
234,0.0005442194927197236
235,0.000551374152284832
236,0.0005594548274530098
237,0.0005424963008128823
238,0.000549908816957703
239,0.0005420391020239689
240,0.0005669756792485714
241,0.0005415504543074908
242,0.0005495493018175834
243,0.0005321358123462863
244,0.0005402600307626507
245,0.0005467044572399643
246,0.000561906438983547
247,0.0005466725739936989
248,0.0005478597550581282
249,0.0005385463658827716
250,0.0005468406217495123
251,0.0005372012405692098
252,0.0005455678619910032
253,0.0005547113284522381
254,0.0005443857875294411
255,0.0005463304987642914
256,0.0005526639131578401
257,0.0005532006471185014
258,0.0005429550969543365
259,0.0005350585785121298
260,0.0005435572887878292
261,0.0005435181900303668
262,0.0005253128860763704
263,0.000533983031905686
264,0.0005338028892695617
265,0.0005318719105651745
266,0.0005489669610352183
267,0.0005316238407081423
268,0.0005402637694854862
269,0.0005575777568782752
270,0.0005325971108574707
271,0.0005397356894368735
272,0.000530472387953733
273,0.0005470237766320889
274,0.0005380825851506626
275,0.0005431254237639502
276,0.0005268354658395625
277,0.0005172055087034375
278,0.0005386058026208327
279,0.0005475238341694841
280,0.0005310625733377842
281,0.0005381151881570426
282,0.0005388204008340836
283,0.0005309563230884334
284,0.0005382458654751715
285,0.0005374801604865262
286,0.000521573681348505
287,0.0005457791983364866
288,0.000530581068372927
289,0.0005365472125749176
290,0.0005305917315686551
291,0.0005278194305272057
292,0.0005213422174655044
293,0.0005352348290706197
294,0.00053589814566434
295,0.0005196459197367614
296,0.0005348189375721491
297,0.0005188536630997148
298,0.0005261658740122444
299,0.0005353231882998863
